epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,528.936,0.37943,0.35547,0.9881,0.83506,0.71667,0.92249,0.62146,1.65212,1.60981,1.53061,1.83646e-05,1.83646e-05,1.83646e-05
84,535.232,0.32444,0.27053,0.89914,0.83611,0.71667,0.92244,0.62308,1.62727,1.6265,1.51676,1.76107e-05,1.76107e-05,1.76107e-05
85,541.559,0.3722,0.35654,0.93929,0.83611,0.71667,0.92244,0.62308,1.62727,1.6265,1.51676,1.68333e-05,1.68333e-05,1.68333e-05
86,547.761,0.55821,0.50144,1.16084,0.83611,0.71667,0.92244,0.62308,1.62727,1.6265,1.51676,1.60323e-05,1.60323e-05,1.60323e-05
87,553.897,0.55449,0.38616,1.09441,0.83611,0.71667,0.92244,0.62308,1.62727,1.6265,1.51676,1.52077e-05,1.52077e-05,1.52077e-05
88,560.966,0.31928,0.33272,0.99951,0.82353,0.71667,0.91503,0.61944,1.59457,1.61487,1.49309,1.43596e-05,1.43596e-05,1.43596e-05
89,567.879,0.5312,0.52029,1.06526,0.82353,0.71667,0.91503,0.61944,1.59457,1.61487,1.49309,1.34879e-05,1.34879e-05,1.34879e-05
90,574.922,0.30659,0.29583,0.87684,0.82353,0.71667,0.91503,0.61944,1.59457,1.61487,1.49309,1.25927e-05,1.25927e-05,1.25927e-05
91,581.931,0.30552,0.22166,0.96494,0.82353,0.71667,0.91503,0.61944,1.59457,1.61487,1.49309,1.16739e-05,1.16739e-05,1.16739e-05
92,589.029,0.2412,0.22615,0.76881,0.81907,0.71667,0.91448,0.66869,1.5809,1.54878,1.47847,1.07315e-05,1.07315e-05,1.07315e-05
93,596.048,0.40049,0.31913,1.04527,0.81907,0.71667,0.91448,0.66869,1.5809,1.54878,1.47847,9.76562e-06,9.76562e-06,9.76562e-06
94,603.151,0.31357,0.22731,0.92315,0.81907,0.71667,0.91448,0.66869,1.5809,1.54878,1.47847,8.77613e-06,8.77613e-06,8.77613e-06
95,610.011,0.64389,0.45752,1.14652,0.81907,0.71667,0.91448,0.66869,1.5809,1.54878,1.47847,7.76308e-06,7.76308e-06,7.76308e-06
96,616.986,0.28389,0.23633,0.91303,0.81653,0.71667,0.91354,0.69346,1.5231,1.42286,1.44685,6.72648e-06,6.72648e-06,6.72648e-06
97,623.841,0.27641,0.19114,0.8396,0.81653,0.71667,0.91354,0.69346,1.5231,1.42286,1.44685,5.6663e-06,5.6663e-06,5.6663e-06
98,630.746,0.27279,0.23102,0.92444,0.81653,0.71667,0.91354,0.69346,1.5231,1.42286,1.44685,4.58257e-06,4.58257e-06,4.58257e-06
99,637.545,0.23699,0.18775,0.83991,0.81653,0.71667,0.91354,0.69346,1.5231,1.42286,1.44685,3.47528e-06,3.47528e-06,3.47528e-06
100,644.863,0.30392,0.19457,0.82391,0.73799,0.88333,0.91443,0.69991,1.45934,1.34504,1.41102,2.34442e-06,2.34442e-06,2.34442e-06
